utterance,intent,entity_type,domain_valid,source,is_infrastructure,is_service,is_metric,is_incident,is_job,is_pipeline,is_unknown,is_sre_domain,has_runbook,is_known_incident,is_metric_query
what happened when the distributed lock failure caused a split brain scenario,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,1,0
give me a summary of the raft election storm that degraded the cluster,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,0,0
describe the outage caused by the cache stampede during the flash sale,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,1,0
recap the incident where the backpressure failure caused message loss,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,1,0
summarize the postmortem of the saga compensation failure in the order service,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,1,0
what happened during the gossip protocol divergence that caused regional inconsistency,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
describe the incident where consistent hashing rebalancing caused latency spikes,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,1,1
recap the write-ahead log overflow incident and its cascading effects,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,1,0
summarize the shard rebalancing failure that caused query timeouts last week,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,1,0
what can you tell me about the anti-entropy storm that hit production,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
describe the incident where connection pool exhaustion cascaded to the api tier,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,1,0
recap the read repair conflict that led to data inconsistency in the ledger,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what happened when the idempotency key collision caused duplicate payments,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
describe the situation where the fanout service degradation caused notification delays,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,0,0
summarize why the sticky session failure caused user session drops in prod,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,1,0
what caused the batch checkpointing regression to restart all in-flight jobs,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,1,0,0
recap the compaction stall incident that blocked writes for thirty minutes,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,1,0
what happened during the circuit breaker oscillation that masked the root cause,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,1,0
describe the saga timeout cascade that prevented order completion for an hour,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
summarize the token bucket misconfiguration that throttled legitimate traffic,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
bring the payment service back to a healthy state,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
get the cluster latency under the slo threshold,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,1
fix the broken dns resolution for the api gateway,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
clear the kafka consumer lag on the order topic,execution,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,0,0,0
stop the memory leak in the authentication service,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,1
resolve the disk saturation on the database node,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
correct the misconfigured rate limit on the checkout api,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
patch the tls certificate that is causing handshake failures,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
drain traffic from the degraded node in the cluster,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
flush the stale cache entries causing incorrect responses,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
remove the corrupted shard from the storage cluster,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
address the pod crash loop in the notification service,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,1,0
fix the broken health check endpoint on the load balancer,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
recover the failed pipeline job stuck in the queued state,execution,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,0,0,0
cut over traffic from the degraded data center region,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,0,0,0,0
force a leader re-election in the kafka broker cluster,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
evict the misbehaving node from the service mesh,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
terminate the stuck job that is blocking downstream pipeline stages,execution,job,1,level6_seed,0,0,0,0,1,0,0,1,0,0,0
promote the standby database replica to primary,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
reduce the replica count on the overloaded storage service,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
drop the stale connection pool entries on the api service,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
compact the write-ahead log on the primary database node,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
revoke the leaked api credentials and rotate the service secret,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
update the dns records to point to the new load balancer ip,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
increase the timeout threshold for the downstream payment call,execution,service,1,level6_seed,0,1,0,0,0,0,0,0,0,0,0
purge the dead letter queue messages older than seven days,execution,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,0,0,0
bring the canary deployment to full traffic immediately,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
redirect the ingress traffic away from the saturated cluster,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
suspend the batch job that is saturating the database cpu,execution,job,1,level6_seed,0,0,0,0,1,0,0,1,0,0,1
force a full resync of the replication lag on the secondary node,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
reset the circuit breaker state on the payment gateway service,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
hard-reset the stuck kafka partition assignment on the broker,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
mark the failed pipeline task as skipped and unblock downstream jobs,execution,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,0,0,0
move the high-cpu job to the dedicated batch node pool,execution,job,1,level6_seed,0,0,0,0,1,0,0,1,0,0,1
expand the disk volume on the logging infrastructure node,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
clear the expired sessions from the authentication service cache,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
switch the metric scrape endpoint to the new prometheus target,execution,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
stop accepting new connections on the overloaded api gateway,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
replace the failing tls certificate on the ingress controller,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
halt the runaway autoscaler that is provisioning excess nodes,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,0,0,0,0
correct the pod affinity rules that are packing jobs onto a single node,execution,job,1,level6_seed,0,0,0,0,1,0,0,1,0,0,0
roll back the faulty deployment that introduced the latency regression,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,1
isolate the noisy-neighbor container that is starving the service cpu,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,1
resolve the active incident by restarting the payment service,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
during the current outage scale up the database cluster nodes,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
mitigate the ongoing degradation by rolling back the api service deployment,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,0,0
while the incident is open drain traffic from the impacted region,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
apply the emergency runbook to contain the active service outage,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
trigger the incident remediation by restarting the failed kafka broker,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
execute the rollback procedure for the deployment causing the current incident,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
resolve the alert by scaling the cluster during the active incident,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
cut over to the backup region to contain the ongoing degradation,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,0,0
close the incident by enabling the circuit breaker on the payment gateway,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
execute the incident runbook step to flush the corrupted cache,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
during the active pagerduty alert restart the authentication service,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
apply rate limiting to contain the traffic spike causing the incident,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
while the outage is active patch the tls certificate causing handshake failures,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
run the postmortem action to disable the faulty feature flag,execution,incident,1,level6_seed,0,0,0,1,0,0,0,0,1,1,0
force failover the degraded database primary during the active incident,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
promote the replica to primary to resolve the current database outage,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
remediate the incident by terminating the stuck pipeline job,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
contain the anomaly by scaling down the noisy job pool,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
trigger a deployment rollback to fix the crash loop causing the current alert,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
fix the root cause of the current incident by updating the dns record,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
while the alert is firing suspend the batch job spiking the cpu,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,1
resolve the degradation by adjusting the rate limiter during the incident window,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
execute the mitigation step in the active incident runbook to stop the memory leak,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,1
bring the incident to resolution by draining the saturated queue,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
apply the incident fix by increasing the connection pool on the api gateway,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
during the active outage evict the misbehaving node from the service mesh,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
remediate the alert by promoting the standby replica to primary,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
while the incident is active compact the log on the database primary,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
resolve the service crash by reverting the misconfigured infrastructure setting,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
clear the alert by resetting the circuit breaker in the incident playbook,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
apply the emergency scale-out to resolve the active slo breach,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,0,1
take the degraded node offline to contain the incident impact,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
execute the recovery procedure for the ongoing kafka broker failure,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
force a leader election to fix the stuck kafka partition during the incident,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
apply the incident mitigation by redirecting traffic to the healthy region,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
during the active degradation purge the corrupted queue messages,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,0,0
remediate the ongoing outage by rolling back the failed infrastructure change,execution,incident,1,level6_seed,0,0,0,1,0,0,0,0,0,1,0
resolve the active alert by clearing expired sessions on the auth service,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
trigger the circuit breaker reset as part of the ongoing incident response,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
fix the incident by correcting the pod affinity misconfiguration,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,0
apply the hotfix deployment to resolve the service crash in the active incident,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
use the incident runbook to drain traffic from the overloaded api cluster,execution,incident,1,level6_seed,0,0,0,1,0,0,0,1,1,1,0
what were the p99 latency numbers during last week's incident,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,1
give me a summary of the error rate trend over the past month,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what was the cpu utilization profile during the outage window,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,1
recap the throughput degradation metrics from last tuesday's event,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
summarize the slo compliance metrics for the payment service in q1,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what did the latency metrics look like during the deployment rollout,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
give me a historical view of the memory utilization trend on the cluster,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what were the error rate peaks recorded during the incident postmortem,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,1
summarize the metric dashboard observations from the production incident,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,1
describe the cpu saturation pattern observed during last quarter,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what were the key metric signals before the service degradation started,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
give me a recap of the sla breach metrics from the infrastructure incident,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,1
what was the throughput profile during the peak traffic event last month,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
summarize the prometheus metrics captured during the raft election storm,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,0,0,0,0
what did the grafana dashboard show during the outage last friday,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,0,0,1,1
recap the p95 latency metrics logged during the cache stampede event,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what were the saturation metrics for the kafka cluster during the incident,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,0
summarize the metric trend that preceded the connection pool exhaustion,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
describe the usage pattern that led to the slo breach in the api service,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what latency metrics were observed across regions during the dns incident,summarization,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,1
why is the p99 latency spiking on the checkout service right now,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what is causing the cpu utilization to exceed the threshold on the api node,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
why is the error rate climbing on the payment service metric endpoint,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what is driving the memory usage spike on the database cluster,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,1
why does the throughput metric show a cliff drop every six hours,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what is causing the slo metric to degrade only during business hours,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
why is the prometh scrape failing for the service latency metric,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what is the root cause of the saturation reading on the kafka broker metric,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,1
why is the grafana dashboard showing inconsistent error rate metrics,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what is causing the p95 metric to spike after every deployment,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,1,1
why does the cost metric increase sharply after the autoscaler fires,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what is driving the utilization metric anomaly on the storage node,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
why is the sla metric dropping only on the european region endpoint,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
what is causing the disk io metric to saturate before the backup job runs,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
why is the dashboard metric showing a memory leak pattern on the api service,investigate,metric,1,level6_seed,0,0,1,0,0,0,0,1,0,0,1
